image_id,width_cm,height_cm,size_cm2,aspect_ratio,medium,style,artist_experience_years,artist_previous_sales,artist_reputation_score,country,is_original,edition_size,condition,year_created,time_taken_hours,ai_quality_score,ai_authenticity_score,image_brightness_score,image_contrast_score,composition_score,color_harmony_score,subject_complexity_score,market_demand_index,price_usd
ART_02752,143,27,3861,5.30,mixed_media,expressionism,23,359,5.69,UAE,0,69,fair,2009,99,0.99,0.78,0.46,0.51,0.80,0.64,0.94,0.94,2126.14
ART_02753,64,95,6080,0.67,ink,surrealism,16,402,3.96,Italy,1,1,excellent,1997,234,0.84,0.75,0.64,0.92,0.70,0.94,0.52,0.64,2656.29
ART_02754,100,28,2800,3.57,oil,realism,2,62,4.69,Japan,0,60,excellent,2017,98,0.99,0.84,0.63,0.76,0.72,0.94,0.45,0.78,1153.44
ART_02755,110,65,7150,1.69,oil,realism,13,181,3.34,France,1,1,excellent,2023,226,0.80,0.66,0.88,0.71,0.81,0.72,0.29,0.57,2304.52
ART_02756,142,40,5680,3.55,acrylic,expressionism,6,108,3.87,USA,0,55,fair,2007,193,0.99,0.70,0.55,0.47,0.94,0.92,0.40,0.67,1474.97
ART_02757,58,45,2610,1.29,oil,surrealism,11,11,3.04,USA,1,1,excellent,2018,117,0.66,0.83,0.79,0.35,0.82,0.61,0.63,0.47,930.69
ART_02758,36,114,4104,0.32,acrylic,minimalism,21,397,5.13,Bangladesh,1,1,fair,2010,8,0.99,0.69,0.51,0.79,0.92,0.91,0.32,0.49,1910.54
ART_02759,160,106,16960,1.51,digital,landscape,12,50,3.68,UAE,1,1,excellent,2002,103,0.99,0.89,0.61,0.53,0.78,0.56,0.46,0.86,3922.52
ART_02760,26,75,1950,0.35,acrylic,abstract,11,121,4.81,Japan,1,1,fair,2003,188,0.99,0.93,0.37,0.50,0.74,0.81,0.30,0.85,1342.07
ART_02761,71,158,11218,0.45,charcoal,conceptual,3,59,3.55,UK,0,68,fair,2024,52,0.76,0.84,0.42,0.61,0.94,0.71,0.37,0.86,1004.50
ART_02762,106,28,2968,3.79,ink,impressionism,2,10,2.77,USA,1,1,excellent,1993,191,0.66,0.56,0.29,0.36,0.54,0.50,0.93,0.91,860.29
ART_02763,26,71,1846,0.37,charcoal,abstract,21,178,4.55,France,1,1,new,2018,148,0.99,0.89,0.52,0.53,0.79,0.58,0.49,0.48,1015.44
ART_02764,127,46,5842,2.76,oil,abstract,18,340,3.63,Turkey,1,1,excellent,2001,91,0.99,0.83,0.63,0.40,0.71,0.75,0.94,0.66,3895.16
ART_02765,106,21,2226,5.05,pastel,abstract,3,41,2.71,Turkey,1,1,fair,2016,170,0.64,0.89,0.53,0.37,0.65,0.92,0.45,0.73,632.49
ART_02766,68,63,4284,1.08,watercolor,conceptual,5,30,3.51,USA,1,1,good,1992,245,0.75,0.95,0.64,0.85,0.77,0.90,0.52,0.74,1302.64
ART_02767,72,135,9720,0.53,mixed_media,expressionism,20,260,5.46,USA,1,1,good,2006,88,0.99,0.89,0.81,0.91,0.99,0.81,0.39,0.54,4415.00
ART_02768,56,22,1232,2.55,ink,surrealism,18,41,3.34,UK,1,1,good,2000,122,0.99,0.67,0.68,0.63,0.84,0.83,0.77,0.72,791.12
ART_02769,150,91,13650,1.65,acrylic,surrealism,2,388,3.81,Pakistan,0,19,new,2009,66,0.99,0.64,0.28,0.52,0.62,0.73,0.38,0.82,3706.18
ART_02770,43,34,1462,1.26,ink,landscape,11,393,5.75,Canada,1,1,fair,2011,17,0.89,0.91,0.68,0.87,0.88,0.99,0.81,0.62,1037.02
ART_02771,92,68,6256,1.35,ink,impressionism,6,35,3.27,UAE,1,1,good,2003,86,0.91,0.77,0.56,0.33,0.95,0.67,0.97,0.86,1815.63
ART_02772,140,36,5040,3.89,mixed_media,abstract,2,44,5.12,Pakistan,0,5,excellent,1991,116,0.92,0.79,0.78,0.88,0.80,0.97,0.87,0.45,1951.48
ART_02773,45,94,4230,0.48,charcoal,minimalism,12,205,3.52,France,1,1,good,2005,61,0.99,0.66,0.38,0.32,0.95,0.98,0.65,0.89,1497.92
ART_02774,126,102,12852,1.24,watercolor,realism,17,130,3.69,Canada,0,10,fair,2022,228,0.99,0.69,0.68,0.68,0.99,0.79,0.67,0.42,2422.97
ART_02775,43,33,1419,1.30,watercolor,expressionism,0,191,3.70,Canada,1,1,excellent,1996,182,0.98,0.84,0.40,0.76,0.57,0.88,0.89,0.82,959.78
ART_02776,93,34,3162,2.74,pastel,conceptual,20,228,5.18,UK,1,1,fair,2026,148,0.99,0.87,0.35,0.72,0.75,0.98,0.63,0.97,1904.86
ART_02777,43,74,3182,0.58,oil,pop_art,1,30,3.36,India,0,28,fair,2012,183,0.63,0.73,0.64,0.80,0.55,0.69,0.40,0.92,654.43
ART_02778,77,82,6314,0.94,acrylic,expressionism,8,178,3.37,UAE,1,1,new,1999,74,0.99,0.56,0.70,0.95,0.99,0.88,0.26,0.94,2899.88
ART_02779,53,101,5353,0.52,oil,surrealism,24,214,5.23,India,1,1,good,1996,165,0.99,0.95,0.76,0.70,0.73,0.70,0.42,0.76,5444.67
ART_02780,134,92,12328,1.46,digital,landscape,5,387,4.11,Bangladesh,1,1,excellent,2015,74,0.99,0.90,0.49,0.73,0.62,0.57,0.64,0.94,4201.40
ART_02781,154,49,7546,3.14,acrylic,impressionism,12,75,3.63,France,1,1,fair,2012,53,0.99,0.90,0.38,0.60,0.80,0.91,0.68,0.53,1967.25
ART_02782,96,98,9408,0.98,charcoal,realism,7,41,4.01,Canada,1,1,fair,2018,77,0.82,0.82,0.78,0.52,0.88,0.75,0.87,0.98,2289.53
ART_02783,111,70,7770,1.59,gouache,minimalism,18,9,3.36,UK,1,1,excellent,1991,135,0.84,0.85,0.57,0.35,0.89,0.55,0.84,0.74,2419.02
ART_02784,155,127,19685,1.22,watercolor,portrait,15,226,3.61,USA,0,8,fair,2021,40,0.98,0.68,0.40,0.46,0.76,0.91,0.91,0.96,3818.96
ART_02785,34,73,2482,0.47,acrylic,conceptual,13,301,5.80,Germany,1,1,good,1990,88,0.99,0.64,0.80,0.79,0.55,0.60,0.89,0.79,1849.26
ART_02786,39,147,5733,0.27,digital,pop_art,6,4,2.95,Canada,1,1,fair,2021,29,0.62,0.69,0.72,0.32,0.62,0.68,0.76,0.94,980.51
ART_02787,129,135,17415,0.96,watercolor,landscape,11,337,3.94,UAE,1,1,fair,2023,232,0.99,0.60,0.52,0.37,0.70,0.87,0.44,0.45,2559.87
ART_02788,125,146,18250,0.86,gouache,portrait,25,130,4.54,India,1,1,new,2025,11,0.99,0.65,0.64,0.52,0.65,0.61,0.92,0.92,4292.19
ART_02789,53,33,1749,1.61,gouache,surrealism,11,41,4.48,France,1,1,new,2022,56,0.99,0.85,0.31,0.93,0.62,0.77,0.46,0.68,852.91
ART_02790,159,110,17490,1.45,oil,surrealism,21,264,3.77,Turkey,1,1,fair,2024,39,0.99,0.84,0.40,0.40,0.62,0.66,0.65,0.74,6263.38
ART_02791,102,48,4896,2.13,mixed_media,conceptual,7,40,4.65,Pakistan,1,1,fair,1995,125,0.96,0.63,0.48,0.56,0.92,0.88,0.76,0.58,1892.14
ART_02792,135,114,15390,1.18,gouache,minimalism,19,93,5.01,India,1,1,good,2007,206,0.99,0.69,0.40,0.57,0.61,0.97,0.49,0.45,3745.40
ART_02793,146,67,9782,2.18,gouache,expressionism,12,321,4.99,USA,0,55,new,1999,156,0.99,0.62,0.55,0.66,0.89,0.79,0.90,0.67,2746.21
ART_02794,37,87,3219,0.43,gouache,impressionism,14,168,3.85,Turkey,0,38,fair,1991,140,0.90,0.52,0.53,0.95,0.60,0.73,0.46,0.92,905.81
ART_02795,117,73,8541,1.60,watercolor,pop_art,10,210,4.55,Canada,1,1,new,1999,145,0.99,0.58,0.78,0.76,0.99,0.64,0.79,0.91,4539.89
ART_02796,35,70,2450,0.50,oil,expressionism,0,6,2.70,Italy,0,12,excellent,1995,48,0.95,0.49,0.64,0.65,0.90,0.82,0.37,0.42,625.28
ART_02797,142,23,3266,6.17,ink,minimalism,9,64,4.31,USA,1,1,excellent,2026,243,0.74,0.82,0.55,0.39,0.68,0.51,0.95,0.64,908.64
ART_02798,110,123,13530,0.89,watercolor,landscape,7,62,5.01,Pakistan,1,1,fair,1992,10,0.97,0.72,0.57,0.75,0.94,0.95,0.86,0.72,2950.71
ART_02799,141,98,13818,1.44,watercolor,pop_art,15,156,5.38,UK,1,1,excellent,2005,216,0.99,0.77,0.80,0.94,0.97,0.75,0.41,0.73,4752.52
ART_02800,52,93,4836,0.56,ink,realism,3,369,3.82,Canada,1,1,excellent,2005,164,0.90,0.69,0.37,0.92,0.95,0.58,0.44,0.83,2122.02
ART_02801,64,89,5696,0.72,mixed_media,abstract,23,79,4.82,Bangladesh,1,1,fair,1999,131,0.99,0.58,0.59,0.54,0.60,0.99,0.47,0.75,2748.26
ART_02802,53,92,4876,0.58,oil,minimalism,22,173,3.51,Pakistan,1,1,excellent,1993,25,0.99,0.76,0.46,0.39,0.95,0.51,0.40,0.96,3745.98
ART_02803,144,122,17568,1.18,watercolor,abstract,20,11,4.98,Bangladesh,1,1,excellent,2003,32,0.99,0.63,0.42,0.54,0.78,0.52,0.89,0.88,6029.72
ART_02804,134,81,10854,1.65,digital,expressionism,20,3,4.82,Italy,1,1,fair,2022,108,0.71,0.86,0.86,0.50,0.75,0.69,0.89,0.52,2071.51
ART_02805,158,114,18012,1.39,watercolor,portrait,21,276,5.02,Germany,1,1,new,2020,104,0.99,0.92,0.69,0.83,0.84,0.95,0.64,0.96,7614.72
ART_02806,30,95,2850,0.32,oil,abstract,18,221,3.38,Turkey,0,81,good,2005,141,0.99,0.63,0.42,0.45,0.75,0.61,0.37,0.83,1324.07
ART_02807,146,77,11242,1.90,digital,portrait,3,215,4.99,Japan,1,1,good,2006,204,0.99,0.72,0.76,0.64,0.91,0.81,0.90,0.55,3547.21
ART_02808,119,42,4998,2.83,watercolor,pop_art,7,153,5.24,Pakistan,1,1,excellent,2018,217,0.89,0.73,0.44,0.43,0.73,0.78,0.52,0.96,2539.94
ART_02809,46,35,1610,1.31,mixed_media,minimalism,3,92,4.30,USA,1,1,excellent,1991,210,0.95,0.64,0.50,0.40,0.88,0.96,0.69,0.42,1088.37
ART_02810,33,53,1749,0.62,ink,pop_art,7,225,4.78,Japan,1,1,excellent,2016,15,0.99,0.68,0.31,0.49,0.99,0.66,0.53,0.85,1112.15
ART_02811,50,104,5200,0.48,ink,landscape,23,3,4.17,France,1,1,fair,2003,16,0.90,0.92,0.29,0.68,0.82,0.75,0.62,0.78,1282.20
ART_02812,65,102,6630,0.64,gouache,portrait,2,154,5.23,Italy,1,1,fair,2017,238,0.77,0.77,0.49,0.94,0.96,0.55,0.34,0.66,1338.56
ART_02813,76,124,9424,0.61,pastel,abstract,0,141,5.07,France,1,1,good,2019,75,0.68,0.66,0.39,0.59,0.64,0.83,0.31,0.68,2010.83
ART_02814,45,35,1575,1.29,pastel,conceptual,8,293,4.00,Germany,1,1,fair,1991,65,0.77,0.92,0.83,0.66,0.96,0.81,0.81,0.97,1036.39
ART_02815,103,115,11845,0.90,ink,pop_art,23,298,3.54,USA,1,1,fair,2020,124,0.99,0.94,0.69,0.47,0.60,0.90,0.51,0.96,3124.61
ART_02816,72,82,5904,0.88,acrylic,surrealism,23,378,3.76,Turkey,1,1,fair,2013,189,0.99,0.75,0.39,0.73,0.84,0.88,0.71,0.84,3792.11
ART_02817,105,26,2730,4.04,gouache,impressionism,8,9,4.29,Japan,0,7,good,2024,130,0.72,0.68,0.48,0.63,0.64,0.80,0.86,0.78,800.35
ART_02818,104,36,3744,2.89,pastel,conceptual,11,78,4.74,UK,1,1,good,2025,196,0.99,0.73,0.30,0.46,0.57,0.88,0.33,0.84,1533.33
ART_02819,121,91,11011,1.33,charcoal,surrealism,22,385,4.88,India,1,1,new,2002,108,0.97,0.68,0.71,0.37,0.61,0.58,0.86,0.64,5094.77
ART_02820,122,44,5368,2.77,charcoal,expressionism,2,35,3.55,Italy,1,1,fair,2022,141,0.70,0.61,0.32,0.75,0.60,0.81,0.39,0.45,648.41
ART_02821,96,137,13152,0.70,digital,impressionism,8,41,5.06,Germany,1,1,excellent,1994,204,0.82,0.68,0.51,0.66,0.82,0.62,0.69,0.51,3189.39
ART_02822,36,116,4176,0.31,watercolor,portrait,7,362,4.74,Canada,1,1,good,1991,198,0.82,0.63,0.39,0.54,0.83,0.96,0.38,0.81,2001.76
ART_02823,63,27,1701,2.33,mixed_media,surrealism,15,14,3.45,France,1,1,excellent,1991,237,0.87,0.94,0.63,0.36,0.80,0.82,0.74,0.58,1335.22
ART_02824,68,63,4284,1.08,pastel,realism,24,0,3.21,France,1,1,new,1992,200,0.82,0.59,0.57,0.58,0.66,0.87,0.32,0.87,1516.89
ART_02825,31,98,3038,0.32,oil,landscape,20,0,5.20,UK,1,1,fair,1996,241,0.66,0.70,0.85,0.72,0.67,0.73,0.55,0.72,1525.56
ART_02826,60,140,8400,0.43,watercolor,landscape,15,378,5.12,UAE,0,43,good,2016,52,0.92,0.49,0.75,0.81,0.99,0.91,0.27,0.74,2415.17
ART_02827,144,103,14832,1.40,charcoal,landscape,13,386,4.92,Japan,1,1,fair,2009,117,0.82,0.84,0.78,0.84,0.87,0.78,0.75,0.88,4148.53
ART_02828,127,157,19939,0.81,ink,conceptual,24,8,4.60,Bangladesh,0,38,good,1990,155,0.99,0.67,0.42,0.72,0.99,0.51,0.73,0.74,3105.39
ART_02829,151,130,19630,1.16,pastel,surrealism,8,125,3.71,Canada,1,1,good,1993,214,0.99,0.58,0.85,0.48,0.81,0.80,0.78,0.73,3950.00
ART_02830,133,96,12768,1.39,charcoal,pop_art,0,183,3.84,USA,1,1,fair,2004,78,0.90,0.79,0.33,0.89,0.66,0.95,0.75,0.47,1771.64
ART_02831,153,103,15759,1.49,acrylic,surrealism,21,166,5.62,Japan,1,1,new,1997,32,0.91,0.61,0.60,0.34,0.99,0.92,0.79,0.49,7455.63
ART_02832,143,115,16445,1.24,mixed_media,abstract,11,20,3.49,Pakistan,1,1,good,2007,156,0.99,0.62,0.29,0.33,0.85,0.92,0.71,0.55,4711.81
ART_02833,22,148,3256,0.15,digital,landscape,13,119,5.19,Turkey,1,1,excellent,2009,43,0.99,0.70,0.48,0.38,0.99,0.50,0.88,0.86,2086.03
ART_02834,35,111,3885,0.32,gouache,portrait,18,77,5.50,UK,1,1,new,1992,98,0.98,0.95,0.44,0.81,0.99,0.62,0.67,0.64,2355.13
ART_02835,136,76,10336,1.79,oil,pop_art,11,247,4.60,Bangladesh,1,1,fair,2003,200,0.78,0.68,0.65,0.32,0.80,0.67,0.66,0.96,4272.22
ART_02836,83,43,3569,1.93,charcoal,conceptual,25,103,3.69,India,1,1,excellent,1996,242,0.99,0.65,0.32,0.64,0.71,0.66,0.56,0.71,1509.05
ART_02837,104,32,3328,3.25,oil,realism,15,71,3.79,UK,1,1,fair,1994,164,0.90,0.62,0.50,0.76,0.54,0.85,0.41,0.68,1377.25
ART_02838,89,70,6230,1.27,acrylic,abstract,0,256,3.95,Pakistan,1,1,good,2017,47,0.73,0.65,0.40,0.77,0.98,0.64,0.65,0.99,2286.58
ART_02839,32,80,2560,0.40,charcoal,impressionism,17,48,5.47,USA,0,77,good,1992,146,0.99,0.62,0.85,0.91,0.94,0.61,0.53,0.54,727.13
ART_02840,130,101,13130,1.29,gouache,abstract,6,305,4.70,USA,1,1,fair,2018,246,0.99,0.83,0.88,0.62,0.72,0.58,0.87,0.67,2992.33
ART_02841,95,28,2660,3.39,mixed_media,abstract,1,57,3.98,Italy,1,1,fair,2008,231,0.99,0.89,0.80,0.54,0.76,0.98,0.83,0.41,1121.80
ART_02842,143,50,7150,2.86,mixed_media,expressionism,24,177,4.65,India,0,5,new,2010,172,0.97,0.79,0.37,0.44,0.83,0.77,0.70,0.45,2993.28
ART_02843,43,41,1763,1.05,mixed_media,minimalism,14,55,5.24,Italy,0,54,excellent,2012,140,0.86,0.57,0.76,0.79,0.79,0.89,0.30,0.58,713.90
ART_02844,119,131,15589,0.91,watercolor,conceptual,23,157,3.94,UK,1,1,good,2011,208,0.97,0.74,0.88,0.82,0.70,0.55,0.78,0.75,3538.55
ART_02845,79,24,1896,3.29,charcoal,conceptual,25,21,3.32,Turkey,0,40,new,2012,97,0.94,0.62,0.75,0.95,0.99,0.54,0.45,0.87,718.92
ART_02846,112,79,8848,1.42,pastel,expressionism,8,147,4.77,UAE,0,49,fair,1993,133,0.99,0.57,0.76,0.71,0.65,0.57,0.43,0.41,1284.79
ART_02847,97,109,10573,0.89,acrylic,expressionism,5,416,5.39,Japan,1,1,new,2026,140,0.86,0.88,0.45,0.90,0.95,0.98,0.90,0.48,5311.92
ART_02848,34,53,1802,0.64,gouache,expressionism,10,14,4.57,Turkey,1,1,good,1991,30,0.99,0.64,0.78,0.42,0.65,0.56,0.25,0.65,619.60
ART_02849,122,153,18666,0.80,gouache,impressionism,25,212,5.30,UK,1,1,new,2026,180,0.99,0.63,0.88,0.69,0.59,0.59,0.51,0.44,4206.29
ART_02850,39,72,2808,0.54,pastel,portrait,11,8,5.24,UAE,1,1,new,1993,83,0.76,0.76,0.54,0.56,0.80,0.98,0.63,0.82,1533.62
ART_02851,115,97,11155,1.19,pastel,abstract,13,122,3.40,Pakistan,0,17,new,2002,124,0.99,0.70,0.38,0.34,0.80,0.89,0.64,0.46,1888.43
ART_02852,54,143,7722,0.38,mixed_media,conceptual,22,62,3.60,USA,1,1,excellent,2002,157,0.99,0.92,0.68,0.86,0.65,0.64,0.58,0.54,2591.30
ART_02853,98,157,15386,0.62,mixed_media,minimalism,8,6,3.25,UK,1,1,good,2021,12,0.87,0.93,0.39,0.33,0.61,0.60,0.64,0.73,2638.15
ART_02854,44,136,5984,0.32,mixed_media,realism,0,226,4.73,France,0,33,fair,2002,145,0.99,0.52,0.66,0.44,0.99,0.66,0.68,0.65,1718.77
ART_02855,110,157,17270,0.70,oil,expressionism,0,268,4.44,Italy,0,53,good,1992,133,0.99,0.71,0.78,0.93,0.68,0.98,0.49,0.76,4477.28
ART_02856,45,26,1170,1.73,watercolor,conceptual,22,316,5.60,France,1,1,good,2004,23,0.99,0.87,0.43,0.33,0.72,0.73,0.75,0.52,925.55
ART_02857,86,52,4472,1.65,gouache,expressionism,19,325,4.48,UAE,1,1,fair,2011,183,0.99,0.76,0.57,0.60,0.91,0.68,0.59,0.85,2410.57
ART_02858,80,125,10000,0.64,oil,portrait,7,321,4.75,USA,1,1,good,2022,211,0.99,0.92,0.77,0.52,0.99,0.93,0.88,0.44,4982.59
ART_02859,89,72,6408,1.24,charcoal,impressionism,13,305,4.26,France,1,1,excellent,1996,128,0.99,0.92,0.80,0.69,0.61,0.81,0.69,0.55,2751.86
ART_02860,145,133,19285,1.09,pastel,conceptual,13,59,3.78,Turkey,1,1,new,2015,108,0.99,0.86,0.49,0.68,0.88,0.78,0.69,0.42,3799.47
ART_02861,123,131,16113,0.94,oil,pop_art,10,293,4.95,UAE,1,1,fair,1997,237,0.86,0.84,0.46,0.36,0.88,0.69,0.67,0.57,5616.89
ART_02862,77,93,7161,0.83,acrylic,portrait,17,39,5.19,UK,1,1,excellent,1996,28,0.76,0.84,0.41,0.90,0.80,0.60,0.67,0.63,2697.32
ART_02863,70,156,10920,0.45,acrylic,conceptual,7,280,4.37,France,0,51,good,2021,174,0.90,0.51,0.89,0.66,0.93,0.57,0.30,0.56,1909.53
ART_02864,140,129,18060,1.09,digital,minimalism,14,338,4.33,UAE,1,1,fair,2011,150,0.95,0.82,0.72,0.79,0.95,0.89,0.42,0.67,3942.76
ART_02865,149,32,4768,4.66,pastel,landscape,6,270,3.70,UK,0,35,fair,2023,131,0.96,0.67,0.43,0.92,0.98,0.64,0.92,0.87,1345.70
ART_02866,118,83,9794,1.42,pastel,impressionism,22,9,4.60,UK,1,1,new,1994,36,0.99,0.88,0.61,0.94,0.71,0.71,0.43,0.48,2602.30
ART_02867,49,52,2548,0.94,oil,portrait,22,30,3.72,Germany,1,1,excellent,2009,194,0.82,0.71,0.82,0.80,0.86,0.64,0.95,0.82,1810.04
ART_02868,33,120,3960,0.28,acrylic,landscape,2,182,4.55,Canada,1,1,fair,1994,161,0.87,0.71,0.69,0.46,0.68,0.76,0.72,0.85,2076.94
ART_02869,129,48,6192,2.69,acrylic,surrealism,22,30,4.64,UK,1,1,excellent,2011,116,0.92,0.84,0.87,0.42,0.60,0.76,0.28,0.59,2743.81
ART_02870,51,21,1071,2.43,gouache,expressionism,13,155,5.47,India,1,1,good,1991,64,0.97,0.93,0.75,0.66,0.99,0.95,0.65,0.46,902.69
ART_02871,154,123,18942,1.25,digital,impressionism,24,22,4.04,Pakistan,1,1,excellent,1996,181,0.99,0.68,0.56,0.32,0.97,0.53,0.89,0.88,6465.47
ART_02872,39,24,936,1.63,gouache,expressionism,9,57,4.57,Pakistan,1,1,excellent,2022,125,0.85,0.68,0.47,0.44,0.98,0.53,0.85,0.96,625.44
ART_02873,38,157,5966,0.24,ink,realism,16,196,4.17,Pakistan,1,1,fair,1994,8,0.97,0.67,0.76,0.79,0.69,0.95,0.72,0.55,1782.40
ART_02874,122,96,11712,1.27,digital,conceptual,10,307,5.68,Japan,0,37,excellent,2026,174,0.89,0.60,0.35,0.45,0.85,0.50,0.63,0.88,3110.56
ART_02875,114,31,3534,3.68,oil,realism,6,30,2.75,Germany,0,80,excellent,1995,186,0.79,0.64,0.41,0.90,0.97,0.89,0.92,0.82,943.53
ART_02876,87,27,2349,3.22,acrylic,landscape,20,35,5.17,USA,1,1,excellent,2021,74,0.99,0.56,0.66,0.92,0.86,0.63,0.67,0.95,1762.05
ART_02877,88,113,9944,0.78,gouache,expressionism,7,2,4.07,Pakistan,1,1,excellent,2004,100,0.64,0.86,0.41,0.62,0.95,0.52,0.54,0.55,1600.72
ART_02878,44,160,7040,0.28,acrylic,conceptual,2,237,4.20,UAE,1,1,fair,2003,38,0.99,0.84,0.68,0.83,0.70,0.68,0.61,0.58,1940.82
ART_02879,93,107,9951,0.87,mixed_media,impressionism,20,1,3.35,USA,1,1,excellent,2024,52,0.74,0.69,0.45,0.61,0.93,0.82,0.38,0.68,2364.45
ART_02880,60,134,8040,0.45,acrylic,expressionism,16,121,4.83,Germany,1,1,good,2014,91,0.99,0.62,0.89,0.34,0.61,0.60,0.62,0.43,2496.12
ART_02881,42,123,5166,0.34,mixed_media,portrait,25,21,4.75,USA,1,1,excellent,2003,89,0.99,0.90,0.55,0.50,0.91,0.88,0.69,0.94,3751.87
ART_02882,103,60,6180,1.72,digital,conceptual,0,183,4.00,Italy,1,1,excellent,2004,80,0.99,0.61,0.64,0.74,0.70,0.77,0.28,0.99,1922.84
ART_02883,113,30,3390,3.77,gouache,pop_art,6,101,4.73,France,0,81,excellent,2005,135,0.87,0.70,0.65,0.54,0.55,0.68,0.70,0.55,547.44
ART_02884,159,102,16218,1.56,digital,surrealism,23,13,4.82,Bangladesh,1,1,fair,2014,182,0.99,0.92,0.84,0.63,0.76,0.61,0.83,0.48,3395.06
ART_02885,140,121,16940,1.16,pastel,surrealism,15,334,5.15,UK,1,1,excellent,1993,50,0.99,0.63,0.55,0.78,0.59,0.64,0.73,0.49,5647.69
ART_02886,159,78,12402,2.04,oil,portrait,25,6,3.97,Turkey,1,1,excellent,2022,140,0.99,0.75,0.31,0.65,0.99,0.99,0.85,0.93,7460.21
ART_02887,73,131,9563,0.56,ink,surrealism,18,168,3.95,UAE,1,1,fair,1996,118,0.97,0.88,0.66,0.54,0.96,0.50,0.79,0.78,2680.58
ART_02888,26,69,1794,0.38,gouache,pop_art,19,175,5.66,Bangladesh,1,1,new,2007,75,0.99,0.94,0.33,0.77,0.89,0.63,0.87,0.63,1562.04
ART_02889,25,81,2025,0.31,pastel,realism,17,293,5.24,UK,1,1,new,2011,131,0.99,0.61,0.65,0.77,0.92,0.97,0.66,0.62,1640.35
ART_02890,64,39,2496,1.64,digital,impressionism,5,191,5.28,France,1,1,new,2022,220,0.99,0.84,0.86,0.76,0.57,0.54,0.56,0.85,1335.36
ART_02891,115,154,17710,0.75,acrylic,landscape,17,0,5.39,Canada,0,37,good,2024,103,0.64,0.51,0.81,0.73,0.70,0.77,0.25,0.87,2358.66
ART_02892,128,35,4480,3.66,acrylic,landscape,2,58,4.57,France,1,1,excellent,2017,238,0.80,0.77,0.44,0.93,0.62,0.90,0.64,0.48,1655.67
ART_02893,38,64,2432,0.59,oil,realism,12,167,4.26,Turkey,1,1,fair,1998,27,0.99,0.58,0.59,0.72,0.97,0.89,0.97,0.54,1767.41
ART_02894,146,40,5840,3.65,oil,portrait,4,8,3.97,Germany,1,1,fair,2006,182,0.61,0.77,0.44,0.41,0.59,0.89,0.85,0.73,1626.04
ART_02895,57,141,8037,0.40,gouache,impressionism,24,35,4.13,Canada,1,1,good,2025,173,0.97,0.86,0.62,0.75,0.99,0.51,0.40,0.63,2734.23
ART_02896,117,123,14391,0.95,charcoal,portrait,25,325,4.68,France,1,1,excellent,2003,79,0.99,0.85,0.33,0.63,0.57,0.67,0.96,0.42,4178.75
ART_02897,139,79,10981,1.76,ink,landscape,24,383,4.19,USA,1,1,good,2001,201,0.99,0.76,0.64,0.55,0.85,0.84,0.93,0.98,5698.66
ART_02898,116,73,8468,1.59,charcoal,conceptual,24,391,5.32,UAE,0,7,fair,2005,221,0.99,0.87,0.73,0.92,0.61,0.57,0.94,0.46,2433.65
ART_02899,121,144,17424,0.84,watercolor,abstract,6,43,3.56,Japan,1,1,fair,1996,121,0.99,0.93,0.64,0.92,0.71,0.96,0.31,0.45,2493.77
ART_02900,83,43,3569,1.93,gouache,surrealism,15,55,3.30,India,1,1,fair,2004,176,0.99,0.72,0.73,0.63,0.56,0.62,0.42,0.68,1048.56
ART_02901,110,108,11880,1.02,watercolor,expressionism,6,219,4.46,USA,0,79,good,2008,226,0.85,0.72,0.50,0.40,0.58,0.57,0.68,0.68,1763.49
ART_02902,122,93,11346,1.31,acrylic,expressionism,14,0,4.78,France,1,1,fair,2005,41,0.92,0.66,0.86,0.71,0.99,0.85,0.38,0.68,2883.01
ART_02903,118,128,15104,0.92,acrylic,landscape,13,105,4.22,Germany,1,1,fair,2019,131,0.99,0.56,0.59,0.77,0.79,0.50,0.52,0.95,3367.77
ART_02904,64,115,7360,0.56,watercolor,pop_art,11,361,4.93,Germany,1,1,good,2006,55,0.99,0.86,0.66,0.82,0.87,0.87,0.85,0.42,3082.80
ART_02905,130,151,19630,0.86,ink,landscape,20,86,5.22,Bangladesh,1,1,excellent,1997,213,0.90,0.57,0.58,0.67,0.69,0.66,0.40,0.76,5126.15
ART_02906,98,85,8330,1.15,charcoal,landscape,15,16,3.90,Japan,1,1,new,1996,93,0.83,0.66,0.50,0.62,0.84,0.90,0.69,0.78,2221.11
ART_02907,96,108,10368,0.89,acrylic,abstract,7,18,3.70,Germany,1,1,new,2016,62,0.99,0.69,0.39,0.58,0.99,0.93,0.31,0.86,3755.48
ART_02908,138,102,14076,1.35,charcoal,minimalism,25,184,5.40,France,1,1,excellent,2023,102,0.99,0.60,0.30,0.52,0.71,0.83,0.30,0.87,3748.65
ART_02909,85,126,10710,0.67,mixed_media,landscape,6,333,5.30,USA,0,75,excellent,2026,218,0.83,0.53,0.60,0.64,0.85,0.65,0.76,0.95,2639.08
ART_02910,124,57,7068,2.18,acrylic,surrealism,11,26,3.99,UK,1,1,excellent,2017,211,0.99,0.74,0.67,0.90,0.71,0.99,0.42,0.52,2802.61
ART_02911,65,107,6955,0.61,oil,pop_art,3,371,3.32,USA,1,1,fair,2004,236,0.99,0.86,0.65,0.85,0.99,0.68,0.42,0.47,2724.98
